DateTime,Season,Temperature_C,pH_measured,pH_modeled,pCO2_uatm,Ca_measured_mgL,Na_measured_mgL,Cl_measured_mgL,SI_Calcite,PAR_Wm2,GPP_observed_mgO2Lh,GPP_modeled_mgO2Lh,ER_observed_mgO2Lh,ER_modeled_mgO2Lh,NEP_mgO2Lh,KO2_m_d,k600_m_d,CO2flux_mmol_m2_d,CO2aq_mgL,HCO3_mgL,CO3_mgL,DIC_mgL,d13C_DIC_measured,d13C_DIC_modeled,d13C_residual,d13C_CO2aq_eq,d13C_HCO3_eq,Daylight_flag,SIc
4/19/2025 7:00,Spring,19.2325,7.5275,7.5275,1614.384202,15.025,1.5215,2.29975,-0.957256,13.957155,1.567669,2.146698,-2.921085,-4.733826,-2.587128,0.974653,0.916449,42.850785,2.846802,56.847043,0.088185,12.1675,-10.5225,-10.661044,0.138544,-19.418196,-9.909554,1,
4/19/2025 8:00,Spring,19.335,7.565,7.565,1484.720447,14.65,1.314,2.0435,-0.928397,91.2,3.135338,4.312191,-2.945044,-4.756085,-0.443894,1.046606,0.981541,40.87732,2.610239,56.904001,0.096404,12.115,-10.505,-10.51774,0.01274,-19.438198,-9.941455,1,
4/19/2025 9:00,Spring,19.4375,7.6025,7.6025,1364.847142,14.275,1.1065,1.78725,-0.900016,186.221434,4.703008,4.779764,-2.969003,-4.778449,0.001315,1.11856,1.046292,38.632627,2.392252,56.934476,0.105337,12.0625,-10.4875,-10.391984,-0.095516,-19.45452,-9.969633,1,
4/19/2025 10:00,Spring,19.54,7.64,7.64,1254.117358,13.9,0.899,1.531,-0.872115,272.86105,6.270677,4.964702,-2.992962,-4.800919,0.163783,1.190513,1.110703,36.168346,2.191546,56.94019,0.115045,12.01,-10.47,-10.272151,-0.197849,-19.467411,-9.994338,1,-0.882335904
4/19/2025 11:00,Spring,19.75,7.8475,7.8475,788.793149,13.875,0.895,1.53025,-0.658461,339.314627,7.299303,5.101381,-3.054695,-4.847284,0.254098,1.15838,1.074994,15.365484,1.369912,57.593679,0.18867,11.935,-10.345,-10.128327,-0.216673,-19.49699,-10.048122,1,
4/19/2025 12:00,Spring,19.96,8.055,8.055,492.023139,13.85,0.891,1.5295,-0.448627,378.826164,8.327929,5.201916,-3.116428,-4.894097,0.307819,1.126248,1.039648,2.762509,0.849261,57.768092,0.306743,11.86,-10.22,-9.986939,-0.233061,-19.463174,-10.037868,1,
4/19/2025 13:00,Spring,20.17,8.2625,8.2625,304.965085,13.825,0.887,1.52875,-0.242076,387.82946,9.356555,5.279783,-3.178161,-4.941362,0.338421,1.094115,1.004662,-4.687562,0.523168,57.573491,0.495454,11.785,-10.095,-9.864118,-0.230882,-19.388846,-9.98668,1,
4/19/2025 14:00,Spring,20.38,8.47,8.47,187.942791,13.8,0.883,1.528,-0.038951,365.550636,10.385181,5.336628,-3.239894,-4.989084,0.347544,1.061983,0.970029,-8.961035,0.320451,57.051042,0.795657,11.71,-9.97,-9.775197,-0.194803,-19.289711,-9.910416,1,-0.047515729
4/19/2025 15:00,Spring,20.5775,8.395,8.395,225.513899,13.65,0.905,1.528,-0.111787,313.954885,9.145774,5.360103,-3.256615,-5.034385,0.325718,1.014351,0.921951,-7.15676,0.382314,57.438327,0.676971,11.77,-9.9375,-9.732976,-0.204524,-19.220656,-9.863074,1,
4/19/2025 16:00,Spring,20.775,8.32,8.32,270.392094,13.5,0.927,1.528,-0.185158,237.894971,7.906368,5.327568,-3.273336,-5.080098,0.24747,0.96672,0.874334,-5.249827,0.455784,57.784414,0.575542,11.83,-9.905,-9.723504,-0.181496,-19.149587,-9.813671,1,
4/19/2025 17:00,Spring,20.9725,8.245,8.245,323.9655,13.35,0.949,1.528,-0.259029,145.871758,6.666962,5.144916,-3.290057,-5.126226,0.01869,0.919088,0.827172,-3.233912,0.542988,58.089927,0.488941,11.89,-9.8725,-9.812714,-0.059786,-19.07606,-9.76176,1,
4/19/2025 18:00,Spring,21.17,8.17,8.17,387.873916,13.2,0.971,1.528,-0.33338,53.654292,5.427555,4.316968,-3.306778,-5.172773,-0.855804,0.871457,0.780461,-1.104419,0.646422,58.354513,0.415057,11.95,-9.84,-9.958395,0.118395,-18.999572,-9.706832,1,-0.340858682
4/19/2025 19:00,Spring,21.16,8.045,8.045,528.040737,13.475,0.95975,1.54575,-0.440344,1.041755,4.070666,0.293206,-3.247073,-5.170406,-4.8772,0.849567,0.761046,3.081801,0.880269,59.601447,0.318146,12.2375,-9.8675,-10.32123,0.45373,-18.981155,-9.687113,1,
4/19/2025 20:00,Spring,21.15,7.92,7.92,716.881483,13.75,0.9485,1.5635,-0.548833,0,2.713778,0,-3.187367,-5.16804,-5.16804,0.827677,0.741621,8.463388,1.195413,60.706188,0.243171,12.525,-9.895,-10.615557,0.720557,-18.948656,-9.653179,0,
4/19/2025 21:00,Spring,21.14,7.795,7.795,970.251427,14.025,0.93725,1.58125,-0.658924,0,1.356889,0,-3.127661,-5.165675,-5.165675,0.805788,0.722187,15.376111,1.618369,61.638578,0.185268,12.8125,-9.9225,-10.860037,0.937537,-18.897695,-9.600606,0,
4/19/2025 22:00,Spring,21.13,7.67,7.67,1308.434009,14.3,0.926,1.599,-0.77078,0,0,0,-3.067955,-5.163312,-5.163312,0.783898,0.702744,24.228935,2.183073,62.356879,0.14062,13.1,-9.95,-11.068435,1.118435,-18.822837,-9.523911,0,-0.778553408
4/19/2025 23:00,Spring,21.025,7.64,7.64,1369.616218,14.325,0.9275,1.5855,-0.810306,0,0,0,-3.033591,-5.138558,-5.138558,0.76157,0.684512,25.243454,2.292074,60.98605,0.127923,12.8525,-10.015,-10.673216,0.658216,-18.868564,-9.558222,0,
4/20/2025 0:00,Spring,20.92,7.61,7.61,1432.774344,14.35,0.929,1.572,-0.850106,0,0,0,-2.999228,-5.113923,-5.113923,0.739241,0.666182,26.219304,2.405044,59.608205,0.116297,12.605,-10.08,-10.349557,0.269557,-18.912261,-9.590476,0,
4/20/2025 1:00,Spring,20.815,7.58,7.58,1497.875961,14.375,0.9305,1.5585,-0.890191,0,0,0,-2.964865,-5.089407,-5.089407,0.716913,0.647753,27.150635,2.521963,58.22349,0.105658,12.3575,-10.145,-10.086271,-0.058729,-18.953806,-9.620549,0,
4/20/2025 2:00,Spring,20.71,7.55,7.55,1564.874627,14.4,0.932,1.545,-0.930574,0,0,0,-2.930501,-5.065008,-5.065008,0.694585,0.629226,28.031284,2.642788,56.832077,0.095925,12.11,-10.21,-9.873891,-0.336109,-18.99307,-9.648312,0,-0.940401073
4/20/2025 3:00,Spring,20.54,7.545,7.545,1576.66489,14.45,0.9255,1.5515,-0.937239,0,0,0,-2.916013,-5.025752,-5.025752,0.689971,0.627708,28.271306,2.675839,56.738797,0.094305,12.1,-10.2825,-9.977071,-0.305429,-19.075373,-9.712158,0,
4/20/2025 4:00,Spring,20.37,7.54,7.54,1588.530681,14.5,0.919,1.558,-0.943917,0,0,0,-2.901525,-4.986801,-4.986801,0.685358,0.626172,28.511398,2.709316,56.644901,0.09271,12.09,-10.355,-10.058192,-0.296808,-19.157562,-9.775869,0,
4/20/2025 5:00,Spring,20.2,7.535,7.535,1600.472113,14.55,0.9125,1.5645,-0.95061,0,0,0,-2.887037,-4.948151,-4.948151,0.680744,0.624616,28.75152,2.743224,56.550382,0.091138,12.08,-10.4275,-10.121695,-0.305805,-19.239635,-9.839443,0,
4/20/2025 6:00,Spring,20.03,7.53,7.53,1612.489284,14.6,0.906,1.571,-0.957318,0,0,0,-2.872549,-4.909802,-4.909802,0.676131,0.623042,28.991634,2.77757,56.455235,0.089591,12.07,-10.5,-10.171108,-0.328892,-19.32159,-9.902879,0,-0.967922763
4/20/2025 7:00,Spring,20.2925,7.5675,7.5675,1488.445417,14.375,0.906,1.57225,-0.921579,14.964289,1.577806,2.395269,-2.913101,-4.969144,-2.573875,0.662398,0.606372,25.244301,2.544347,56.603804,0.09851,12.0375,-10.415,-10.153048,-0.261952,-19.25797,-9.868449,1,
4/20/2025 8:00,Spring,20.555,7.605,7.605,1373.312515,14.15,0.906,1.5735,-0.886155,92.998764,3.155612,4.685544,-2.953653,-5.029204,-0.343659,0.648665,0.589908,21.879615,2.329709,56.725665,0.108258,12.005,-10.33,-10.108744,-0.221256,-19.190406,-9.829987,1,
4/20/2025 9:00,Spring,20.8175,7.6425,7.6425,1266.544844,13.925,0.906,1.57475,-0.851036,188.106479,4.733418,5.234899,-2.994206,-5.089989,0.14491,0.634932,0.573645,18.863989,2.132335,56.822548,0.118912,11.9725,-10.245,-10.038706,-0.206294,-19.119186,-9.787785,1,
4/20/2025 10:00,Spring,21.08,7.68,7.68,1167.615107,13.7,0.906,1.576,-0.816214,274.657114,6.311224,5.491585,-3.034758,-5.151509,0.340076,0.621199,0.55758,16.166246,1.950971,56.896086,0.130554,11.94,-10.16,-9.887032,-0.272968,-19.044584,-9.742119,1,-0.825135708
4/20/2025 11:00,Spring,21.255,7.9325,7.9325,666.011447,13.65,0.9025,1.5625,-0.556662,340.974458,7.3367,5.628918,-3.097975,-5.192935,0.435982,0.850499,0.760085,7.164033,1.107258,57.919756,0.238849,11.9425,-10.055,-9.714189,-0.340811,-19.102791,-9.820611,1,
4/20/2025 12:00,Spring,21.43,8.185,8.185,375.850894,13.6,0.899,1.549,-0.302305,380.347818,8.362177,5.726361,-3.161192,-5.234695,0.491667,1.079799,0.960829,-1.808198,0.621735,58.328586,0.432157,11.945,-9.95,-9.557429,-0.392571,-19.085422,-9.822787,1,
4/20/2025 13:00,Spring,21.605,8.4375,8.4375,210.292787,13.55,0.8955,1.5355,-0.052896,389.233144,9.387653,5.798692,-3.224408,-5.27679,0.521902,1.309099,1.159829,-9.655131,0.346133,58.237264,0.775166,11.9475,-9.845,-9.435188,-0.409812,-19.025278,-9.781762,1,
4/20/2025 14:00,Spring,21.78,8.69,8.69,116.587866,13.5,0.892,1.522,0.190293,366.868392,10.413129,5.847818,-3.287625,-5.319223,0.528595,1.538399,1.357098,-16.236595,0.190944,57.618311,1.37799,11.95,-9.74,-9.367638,-0.372362,-18.94305,-9.718424,1,0.183697393
4/20/2025 15:00,Spring,21.89,8.5925,8.5925,147.296293,13.475,0.904,1.52075,0.099317,315.222405,9.173464,5.840444,-3.28644,-5.34607,0.494374,1.497794,1.317695,-14.185524,0.240485,58.061422,1.11178,11.9775,-9.69,-9.387721,-0.302279,-18.867273,-9.654284,1,
4/20/2025 16:00,Spring,22,8.495,8.495,185.804072,13.45,0.916,1.5195,0.00723,239.140154,7.933799,5.772908,-3.285256,-5.373053,0.399856,1.45719,1.278498,-11.844588,0.30241,58.417722,0.895645,12.005,-9.64,-9.420178,-0.219822,-18.789685,-9.588308,1,
4/20/2025 17:00,Spring,22.11,8.3975,8.3975,234.054859,13.425,0.928,1.51825,-0.085815,147.087023,6.694134,5.546558,-3.284071,-5.400171,0.146387,1.416585,1.239507,-9.155202,0.379758,58.695338,0.72055,12.0325,-9.59,-9.53893,-0.05107,-18.709552,-9.519756,1,
4/20/2025 18:00,Spring,22.22,8.3,8.3,294.460781,13.4,0.94,1.517,-0.179703,54.687669,5.454469,4.64673,-3.282886,-5.427427,-0.780697,1.375981,1.200721,-6.048359,0.476285,58.899459,0.578954,12.06,-9.54,-9.716659,0.176659,-18.62602,-9.447766,1,-0.185940157
7/18/2025 18:00,Summer,32.29,9.01,9.01,93.144018,21,1.486,2.212,0.956179,102.03198,11.890083,22.588477,-11.490541,-11.742311,10.846165,0.758561,0.51749,-6.539594,0.115783,83.03988,5.241344,18.28,-7.27,-7.27,0,-15.422873,-7.308255,1,1.330497982
7/18/2025 19:00,Summer,31.945,8.85,8.85,139.176638,22.875,1.34525,2.20475,0.855624,22.042357,8.917562,13.743453,-11.452496,-11.636882,2.106571,0.778121,0.535273,-5.824393,0.174452,86.332385,3.751508,18.5475,-7.445,-8.857468,1.412468,-15.611348,-7.462038,1,
7/18/2025 20:00,Summer,31.6,8.69,8.69,206.398003,24.75,1.2045,2.1975,0.745856,0.00003,5.945042,0.000038,-11.414451,-11.532399,-11.532361,0.797681,0.553339,-4.601896,0.260889,89.09238,2.666247,18.815,-7.62,-8.719015,1.099015,-15.800237,-7.616168,1,
7/18/2025 21:00,Summer,31.255,8.53,8.53,304.273643,26.625,1.06375,2.19025,0.628687,0,2.972521,0,-11.376407,-11.428854,-11.428854,0.817241,0.57169,-2.619422,0.387859,91.402001,1.884188,19.0825,-7.795,-8.62728,0.83228,-15.987365,-7.768452,0,
7/18/2025 22:00,Summer,30.91,8.37,8.37,446.407409,28.5,0.923,2.183,0.50554,0,0,0,-11.338362,-11.326239,-11.326239,0.836801,0.590326,0.497494,0.573877,93.32338,1.325248,19.35,-7.97,-8.565679,0.595679,-16.170053,-7.916189,0,-0.307441944
7/18/2025 23:00,Summer,30.785,8.27,8.27,562.15949,28.575,0.96875,2.152,0.40815,0,0,0,-11.242353,-11.289288,-11.289288,0.821432,0.581259,3.058156,0.724915,93.524363,1.052406,19.3375,-8.0175,-8.265157,0.247657,-16.209561,-7.942792,0,
7/19/2025 0:00,Summer,30.66,8.17,8.17,706.824634,28.65,1.0145,2.121,0.309681,0,0,0,-11.146344,-11.252457,-11.252457,0.806064,0.572132,6.169886,0.914286,93.579733,0.834425,19.325,-8.065,-8.066588,0.001588,-16.245077,-7.965361,0,
7/19/2025 1:00,Summer,30.535,8.07,8.07,887.385616,28.725,1.06025,2.09,0.210242,0,0,0,-11.050334,-11.215746,-11.215746,0.790696,0.562945,9.951672,1.151406,93.494129,0.660583,19.3125,-8.1125,-7.937393,-0.175107,-16.275359,-7.982639,0,
7/19/2025 2:00,Summer,30.41,7.97,7.97,1112.385575,28.8,1.106,2.059,0.109899,0,0,0,-10.954325,-11.179155,-11.179155,0.775328,0.553697,14.545266,1.447837,93.266175,0.522143,19.3,-8.16,-7.856286,-0.303714,-16.298915,-7.993126,0,-1.314050722
7/19/2025 3:00,Summer,30.2475,7.9175,7.9175,1241.635609,28.875,1.0895,2.06775,0.05346,0,0,0,-10.938611,-11.131765,-11.131765,0.781363,0.560235,17.483367,1.622615,92.466577,0.457198,19.165,-8.05,-7.698549,-0.351451,-16.183945,-7.859917,0,
7/19/2025 4:00,Summer,30.085,7.865,7.865,1385.187905,28.95,1.073,2.0765,-0.003258,0,0,0,-10.922896,-11.084576,-11.084576,0.787397,0.566817,20.797928,1.817571,91.625796,0.400112,19.03,-7.94,-7.593794,-0.346206,-16.066241,-7.723929,0,
7/19/2025 5:00,Summer,29.9225,7.8125,7.8125,1544.495084,29.025,1.0565,2.08525,-0.060262,0,0,0,-10.907182,-11.037587,-11.037587,0.793432,0.573444,24.532489,2.034863,90.742423,0.34995,18.895,-7.83,-7.525643,-0.304357,-15.945459,-7.584813,0,
7/19/2025 6:00,Summer,29.76,7.76,7.76,1721.125055,29.1,1.04,2.094,-0.117557,0.037254,0,0.040262,-10.891467,-10.990797,-10.950535,0.799467,0.580115,28.734816,2.276835,89.814617,0.305887,18.76,-7.72,-7.487601,-0.232399,-15.821216,-7.442185,1,-2.835582471
7/19/2025 7:00,Summer,29.8525,7.8625,7.8625,1380.969517,27.975,1.09,2.09575,-0.025406,33.69555,4.607666,13.699619,-11.00998,-11.017407,2.682212,0.818426,0.592525,21.649705,1.822619,91.115268,0.393544,18.92,-7.6725,-8.388545,0.716045,-15.82289,-7.45374,1,
7/19/2025 8:00,Summer,29.945,7.965,7.965,1105.958739,26.85,1.14,2.0975,0.065075,119.086859,9.215332,18.843611,-11.128492,-11.044081,7.79953,0.837385,0.604876,15.746666,1.456281,92.259475,0.505334,19.08,-7.625,-8.159671,0.534671,-15.813151,-7.45378,1,
7/19/2025 9:00,Summer,30.0375,8.0675,8.0675,884.232206,25.725,1.19,2.09925,0.153855,214.102429,13.822999,20.291503,-11.247005,-11.07082,9.220683,0.856344,0.617168,10.839918,1.161631,93.260645,0.647762,19.24,-7.5775,-7.795517,0.218017,-15.794299,-7.444623,1,
7/19/2025 10:00,Summer,30.13,8.17,8.17,705.866193,24.6,1.24,2.101,0.24085,300.033672,18.430665,20.969352,-11.365518,-11.097623,9.871729,0.875304,0.629402,6.767249,0.92517,94.126529,0.829032,19.4,-7.53,-7.493997,-0.036003,-15.768243,-7.428195,1,-0.873554365
7/19/2025 11:00,Summer,30.6725,8.33,8.33,487.841854,24.35,1.27625,2.10475,0.397016,366.795802,21.20979,22.240862,-11.497464,-11.256134,10.984728,0.881002,0.625131,1.51609,0.630848,93.243456,1.198342,19.2625,-7.335,-7.126407,-0.208593,-15.556099,-7.271909,1,
7/19/2025 12:00,Summer,31.215,8.49,8.49,335.773562,24.1,1.3125,2.1085,0.550136,408.079443,23.988915,23.443782,-11.62941,-11.416909,12.026873,0.886701,0.620885,-2.098327,0.428438,91.986241,1.724801,19.125,-7.14,-6.833596,-0.306404,-15.334945,-7.106355,1,
7/19/2025 13:00,Summer,31.7575,8.65,8.65,229.979461,23.85,1.34875,2.11225,0.699409,420.321927,26.768041,24.615995,-11.761356,-11.579981,13.036014,0.892399,0.616681,-4.573681,0.289584,90.302609,2.470313,18.9875,-6.945,-6.630822,-0.314178,-15.108719,-6.935504,1,
7/19/2025 14:00,Summer,32.3,8.81,8.81,156.545745,23.6,1.385,2.116,0.843694,402.498573,29.547166,25.759835,-11.893302,-11.745382,14.014454,0.898098,0.612535,-6.259013,0.194545,88.104473,3.516455,18.85,-6.75,-6.532485,-0.217515,-14.880514,-6.762477,1,1.393312194
7/19/2025 15:00,Summer,32.0775,8.7725,8.7725,172.088291,23.225,1.2805,2.1165,0.803305,356.091709,26.53396,25.108682,-11.860535,-11.677261,13.431422,0.914155,0.62684,-6.033542,0.215013,89.145886,3.251101,18.9725,-6.88,-6.766386,-0.113614,-15.027272,-6.887065,1,
7/19/2025 16:00,Summer,31.855,8.735,8.735,189.076107,22.85,1.176,2.117,0.762444,285.141513,23.520753,24.303388,-11.827768,-11.609535,12.693853,0.930212,0.641293,-5.757081,0.237516,90.152627,3.00416,19.095,-7.01,-6.92451,-0.08549,-15.174077,-7.011673,1,
7/19/2025 17:00,Summer,31.6325,8.6975,8.6975,207.640289,22.475,1.0715,2.1175,0.721126,196.533544,20.507547,23.151067,-11.795001,-11.542201,11.608865,0.946269,0.655895,-5.423671,0.262253,91.126233,2.774574,19.2175,-7.14,-7.097854,-0.042146,-15.320891,-7.136263,1,
7/19/2025 18:00,Summer,31.41,8.66,8.66,227.923736,22.1,0.967,2.118,0.679369,101.382175,17.49434,20.893829,-11.762233,-11.475259,9.41857,0.962326,0.670644,-5.026695,0.289439,92.068184,2.561317,19.34,-7.27,-7.439119,0.169119,-15.467677,-7.260796,1,1.016801008
7/19/2025 19:00,Summer,31.2425,8.5,8.5,331.746939,23.175,0.84725,2.11375,0.547613,21.575578,13.120755,12.793095,-11.655393,-11.42512,1.367975,0.95685,0.669556,-2.3657,0.423015,92.956962,1.784257,19.325,-7.375,-8.7111,1.3361,-15.566471,-7.342722,1,
7/19/2025 20:00,Summer,31.075,8.34,8.34,480.705038,24.25,0.7275,2.1095,0.411222,0.000013,8.74717,0.000016,-11.548553,-11.375201,-11.375185,0.951374,0.668451,1.438447,0.615478,93.438862,1.237601,19.31,-7.48,-8.360237,0.880237,-15.660316,-7.419641,1,
7/19/2025 21:00,Summer,30.9075,8.18,8.18,693.879761,25.325,0.60775,2.10525,0.271062,0,4.373585,0,-11.441713,-11.325499,-11.325499,0.945898,0.66733,6.866072,0.892088,93.565104,0.855193,19.295,-7.585,-8.130308,0.545308,-15.745671,-7.487982,0,
7/19/2025 22:00,Summer,30.74,8.02,8.02,997.973003,26.4,0.488,2.101,0.127687,0,0,0,-11.334873,-11.276015,-11.276015,0.940422,0.666191,14.58797,1.288359,93.352574,0.588795,19.28,-7.69,-7.983405,0.293405,-15.817877,-7.543048,0,-0.60667596
7/19/2025 23:00,Summer,30.5825,8.0025,8.0025,1035.586181,26.675,0.5465,2.09275,0.112298,0,0,0,-11.261363,-11.229682,-11.229682,0.910315,0.647356,15.106265,1.342137,93.275867,0.563591,19.2725,-7.7125,-7.902775,0.190275,-15.849821,-7.558556,0,
7/20/2025 0:00,Summer,30.425,7.985,7.985,1074.569249,26.95,0.605,2.0845,0.096833,0,0,0,-11.187853,-11.183539,-11.183539,0.880209,0.628367,15.599698,1.39811,93.194749,0.539434,19.265,-7.735,-7.845684,0.110684,-15.8815,-7.57378,0,
7/20/2025 1:00,Summer,30.2675,7.9675,7.9675,1114.969347,27.225,0.6635,2.07625,0.081293,0,0,0,-11.114343,-11.137587,-11.137587,0.850103,0.609222,16.06567,1.456366,93.109152,0.51628,19.2575,-7.7575,-7.804378,0.046878,-15.912902,-7.588708,0,
7/20/2025 2:00,Summer,30.11,7.95,7.95,1156.835008,27.5,0.722,2.068,0.065678,0,0,0,-11.040833,-11.091823,-11.091823,0.819996,0.589922,16.501421,1.516994,93.019001,0.494089,19.25,-7.78,-7.773709,-0.006291,-15.944014,-7.603327,0,-1.403883611
7/20/2025 3:00,Summer,29.9525,7.91,7.91,1267.283727,27.775,0.76075,2.0675,0.028702,0,0,0,-10.976345,-11.046247,-11.046247,0.803825,0.580527,18.689096,1.66838,93.166262,0.450166,19.3075,-7.82,-7.80865,-0.01135,-15.98209,-7.624953,0,
7/20/2025 4:00,Summer,29.795,7.87,7.87,1387.895216,28.05,0.7995,2.067,-0.008462,0,0,0,-10.911858,-11.000858,-11.000858,0.787653,0.571052,21.016846,1.834387,93.287467,0.410024,19.365,-7.86,-7.833042,-0.026958,-16.018527,-7.644909,0,
7/20/2025 5:00,Summer,29.6375,7.83,7.83,1519.547266,28.325,0.83825,2.0665,-0.045816,0,0,0,-10.84737,-10.955656,-10.955656,0.771482,0.561495,23.491424,2.016349,93.381256,0.373343,19.4225,-7.9,-7.850881,-0.049119,-16.053168,-7.663037,0,
7/20/2025 6:00,Summer,29.48,7.79,7.79,1663.182337,28.6,0.877,2.066,-0.083363,0.028488,0,0.030057,-10.782883,-10.910639,-10.880582,0.755311,0.551855,26.119461,2.21571,93.446088,0.339829,19.48,-7.94,-7.8682,-0.0718,-16.085845,-7.679168,1,-2.550370145
7/20/2025 7:00,Summer,29.73,7.88,7.88,1358.506044,27.75,1.00525,2.0685,-0.002928,33.01235,4.596432,13.450003,-10.909931,-10.98218,2.467822,0.823892,0.598279,21.348476,1.798476,93.529125,0.42013,19.405,-7.8,-8.635566,0.835566,-15.970498,-7.589536,1,
7/20/2025 8:00,Summer,29.98,7.97,7.97,1108.093889,26.9,1.1335,2.071,0.076377,118.232218,9.192865,18.881734,-11.036979,-11.054191,7.827543,0.892473,0.644115,16.820111,1.457808,93.479293,0.518628,19.33,-7.66,-8.285033,0.625033,-15.846387,-7.491028,1,
7/20/2025 9:00,Summer,30.23,8.06,8.06,902.697318,26.05,1.26175,2.0735,0.154545,213.294736,13.789297,20.62922,-11.164027,-11.126673,9.502547,0.961055,0.68937,12.592386,1.180205,93.309524,0.639355,19.255,-7.52,-7.795189,0.275189,-15.715128,-7.385272,1,
7/20/2025 10:00,Summer,30.48,8.15,8.15,734.505348,25.2,1.39,2.076,0.231538,299.320301,18.38573,21.617705,-11.291075,-11.199631,10.418074,1.029636,0.73405,8.693074,0.95436,93.028697,0.787201,19.18,-7.38,-7.373424,-0.006576,-15.578086,-7.273648,1,-0.783535822
7/20/2025 11:00,Summer,31.165,8.375,8.375,424.332288,24.75,1.40225,2.07575,0.437557,366.175621,21.169567,23.217393,-11.431764,-11.401996,11.815397,1.032373,0.723771,0.000335,0.542107,89.223229,1.280535,18.465,-7.215,-6.810143,-0.404857,-15.394958,-7.161582,1,
7/20/2025 12:00,Summer,31.85,8.6,8.6,242.714746,24.3,1.4145,2.0755,0.636876,407.531401,23.953405,24.780546,-11.572452,-11.608017,13.172529,1.035111,0.713698,-4.94622,0.304941,84.721901,2.061906,17.75,-7.05,-6.38623,-0.66377,-15.196483,-7.033739,1,
7/20/2025 13:00,Summer,32.535,8.825,8.825,137.046079,23.85,1.42675,2.07525,0.827063,419.814987,26.737242,26.345999,-11.713141,-11.817761,14.528238,1.037848,0.703866,-7.7157,0.169357,79.414523,3.277419,17.035,-6.885,-6.145986,-0.739014,-14.992322,-6.899862,1,
7/20/2025 14:00,Summer,33.22,9.05,9.05,75.98799,23.4,1.439,2.075,1.00451,401.997295,29.52108,27.915741,-11.853829,-12.031295,15.884446,1.040585,0.694321,-9.228131,0.092379,73.106541,5.117525,16.32,-6.72,-6.145961,-0.574039,-14.789674,-6.767213,1,1.547209933
7/20/2025 15:00,Summer,33.01,8.975,8.975,92.364664,23.075,1.376,2.0765,0.937106,355.561185,26.505359,27.239291,-11.851622,-11.965425,15.273866,1.031587,0.691743,-8.761795,0.112851,75.007658,4.4012,16.475,-6.7925,-6.887483,0.094983,-14.871814,-6.828088,1,
7/20/2025 16:00,Summer,32.8,8.9,8.9,111.981107,22.75,1.313,2.078,0.867857,284.553208,23.489638,26.39301,-11.849414,-11.899916,14.493094,1.022589,0.68914,-8.213166,0.137507,76.760962,3.775618,16.63,-6.865,-7.13197,0.26697,-14.954647,-6.889635,1,
7/20/2025 17:00,Summer,32.59,8.825,8.825,135.455653,22.425,1.25,2.0795,0.796944,195.876113,20.473918,25.164711,-11.847206,-11.834765,13.329946,1.013591,0.68651,-7.567047,0.167172,78.37807,3.231768,16.785,-6.9375,-7.253468,0.315968,-15.037952,-6.951631,1,
7/20/2025 18:00,Summer,32.38,8.75,8.75,163.524579,22.1,1.187,2.081,0.724538,100.693733,17.458197,22.717432,-11.844999,-11.769971,10.947461,1.004593,0.683852,-6.805439,0.202836,79.870561,2.760844,16.94,-7.01,-7.535944,0.525944,-15.12149,-7.013835,1,1.00167807
